Code_ADN	Og_acc	RYMV13_R1	RYMV17_R1	RYMV20_R1	AUDPC_R1	MOY1720_R1	RYMV13_R2	RYMV17_R2	RYMV20_R2	AUDPC_R2	MOY1720_R2	RYMV13_R3	RYMV17_R3	RYMV20_R3	AUDPC_R3	MOY1720_R3	RYMV13_R4	RYMV17_R4	RYMV20_R4	AUDPC_R4	MOY1720_R4	RYMV13_R5	RYMV17_R5	RYMV20_R5	AUDPC_R5	MOY1720_R5	RYMV13_R6	RYMV17_R6	RYMV20_R6	AUDPC_R6	MOY1720_R6	RYMV13_M1	RYMV17_M1	RYMV20_M1	AUDPC_M1	MOY1720_M1	RYMV13_M2	RYMV17_M2	RYMV20_M2	AUDPC_M2	MOY1720_M2	RYMV13_M3	RYMV17_M3	RYMV20_M3	AUDPC_M3	MOY1720_M3	RYMV13	RYMV17	RYMV20	AUDPC	MOY1720
KS	15	0.2413972525	0.4927578279	-1.0838962701	0.5816024975	-0.2955692211	-0.9311832563	-0.7905386757	-0.8221198106	-5.8624315935	-0.8063292432	-0.2945525816	0.4275951515	0.1160434969	1.0815431124	0.2718193242	-0.6880125008	-0.2876517162	-0.4658268357	-3.0815462619	-0.376739276	-0.5037172347	0.3580162552	0.3147739453	0.7177833418	0.3363951003	0.5997953337	0.3915579665	0.0658347124	2.6687956188	0.2286963395	-0.3448930019	-0.1488904239	-0.9530080404	-2.640414548	-0.5509492321	-0.4912825412	0.0699717177	-0.1748916694	-1.0000015747	-0.0524599759	0.0480390495	0.3747871109	0.1903043289	1.6932894803	0.2825457199	-0.2627121645	0.0986228015	-0.3125317936	-0.6490422142	-0.1069544961
KV	57	0.1480947904	-0.1386372913	-1.1257132558	-1.8776108225	-0.6321752736	-0.445396917	-0.1889114593	0.1221803981	-1.3687133444	-0.0333655306	-1.1240000121	-1.0996001372	-1.0701291815	-7.7017942767	-1.0848646594	-0.951202896	-0.5671923619	-0.1953358826	-4.1805828826	-0.3812641223	-1.0891427165	-0.9796844359	-0.9143831195	-6.9787556379	-0.9470337777	0.1450463349	0.2337404854	-0.1359009534	0.9043329386	0.048919766	-0.1486510633	-0.1637743753	-0.5017664289	-1.6231620834	-0.3327704021	-1.0376014541	-0.8333962496	-0.6327325321	-5.9411885796	-0.7330643908	-0.4720481908	-0.3729719753	-0.5251420365	-3.0372113497	-0.4490570059	-0.5527669027	-0.4567142	-0.5532136658	-3.5338540042	-0.5049639329
LA	124	0.393437768	0.4163612655	-0.0065855817	2.2342615927	0.2048878419	-0.1443406424	-0.1008216872	-0.1954624284	-0.9347508326	-0.1481420578	-1.1068303672	0.2385211979	0.2532944429	-0.9988948774	0.2459078204	-0.6111715048	0.3342117077	-0.4765404421	-0.7674126958	-0.0711643672	-0.4799569878	0.4642620864	0.4394558859	1.3241871557	0.4518589862	-0.4542418438	-0.4167234567	-0.6348276976	-3.3192573325	-0.5257755772	0.1245485628	0.1577697892	-0.1010240051	0.6497553801	0.0283728921	-0.859000936	0.2863664528	-0.1116229996	-0.8831537866	0.0873717266	-0.4670994158	0.0237693149	-0.0976859059	-0.9975350884	-0.0369582955	-0.400517263	0.1559685189	-0.1034443035	-0.410311165	0.0262621077
LB	463	0.9110599883	0.3656981947	0.4627257634	3.7961523032	0.4142119791	-0.6157057592	0.6310474314	0.4016878867	1.5797863216	0.5163676591	-0.7999573684	0.5224297894	-0.0108447388	0.2123224179	0.2557925253	-0.8011325832	0.7379777796	0.4528523237	1.6599355478	0.5954150517	-0.4926309239	0.4331321994	0.034685231	0.5827286966	0.2339087152	-0.949563244	0.2209444735	-0.12310796	-1.3104827708	0.0489182568	0.1476771146	0.4983728131	0.4322068251	2.6879693124	0.4652898191	-0.8005449758	0.6302037845	0.2210037925	0.9361289828	0.4256037885	-0.721097084	0.3270383365	-0.0442113645	-0.3638770371	0.141413486	-0.4579883151	0.485204978	0.202999751	1.0867404194	0.3441023645
LC	274	0.441602094	-0.3069272657	-0.152489172	-0.419775	-0.2297082189	-0.5300072587	0.2231695734	-0.1481476932	-0.5011425503	0.0375109401	-1.0034955819	-0.343538891	-0.4779201209	-3.9262574637	-0.410729506	-1.1397290375	-0.8774046287	-1.0509269596	-6.9267647149	-0.9641657942	-1.0880717797	-0.8786860405	-0.7434703868	-6.3667502814	-0.8110782137	-0.823987295	-0.7736348436	-0.8837408922	-5.6813078809	-0.8286878679	-0.0442025824	-0.0418788462	-0.1503184326	-0.4604587751	-0.0960986394	-1.0716123097	-0.6104717599	-0.7644235403	-5.4265110893	-0.6874476501	-0.9560295374	-0.8261604421	-0.8136056395	-6.0240290811	-0.8198830408	-0.6906148098	-0.492837016	-0.5761158708	-3.9703329818	-0.5344764434
LD	132	1.3131367894	0.0133369634	-0.4654519164	1.9747750761	-0.2260574765	-0.9059928562	0.2813308076	-0.0214820059	-0.8595508947	0.1299244009	0.3828294867	0.2908896908	-0.3752110369	1.2209563359	-0.0421606731	-0.5969838379	0.3553562339	-0.1660000949	-0.1992209995	0.0946780695	-1.0527290723	0.6742258615	0.2970788919	0.6999507085	0.4856523767	-0.9340685931	-0.031770737	-0.5164278131	-2.7539764854	-0.2740992751	0.2035719666	0.1473338855	-0.2434669612	0.5576120907	-0.0480665378	-0.1070771756	0.3231229624	-0.2706055659	0.5108676682	0.0262586982	-0.9933988327	0.3212275623	-0.1096744606	-1.0270128884	0.1057765508	-0.2989680139	0.2638948034	-0.2079156626	0.0138222902	0.0279895704
LE	102	1.2082668847	0.7039718536	0.5542841458	5.7118614757	0.6291279997	0.4312821933	0.6966534022	0.3716711778	3.858358061	0.53416229	-0.5118725123	0.2784013345	0.8341858951	1.2019384888	0.5562936148	-0.6718188502	0.8634919353	0.6280893292	2.620718067	0.7457906323	-0.8845937894	0.3472255182	-0.3131724483	-1.0236569376	0.017026535	0.2304174295	0.2497355004	-0.5059136868	0.5760385802	-0.1280890932	0.819774539	0.7003126279	0.4629776618	4.7851097684	0.5816451449	-0.5918456813	0.5709466349	0.7311376122	1.9113282779	0.6510421235	-0.32708818	0.2984805093	-0.4095430676	-0.2238091787	-0.0555312791	-0.0330531074	0.5232465907	0.2615240688	2.1575429559	0.3923853298
LG	105	0.0035674471	0.1816367401	0.0671162621	0.7435378777	0.1243765011	-0.7843611128	0.3769281377	0.3207939049	0.2317171137	0.3488610213	0.9405718354	0.7026076371	-0.4345813174	3.6883984246	0.1340131599	-0.443580092	0.5681712055	-0.2360995743	0.7472896738	0.1660358156	-0.5179687999	0.3648012917	0.2714862927	0.6480963602	0.3181437922	0.8690507453	0.8873876038	0.5182537913	5.6213387909	0.7028206976	-0.3903968329	0.2792824389	0.1939550835	0.4876274957	0.2366187612	0.2484958717	0.6353894213	-0.3353404459	2.2178440492	0.1500244877	0.1755409727	0.6260944478	0.394870042	3.1347175755	0.5104822449	0.0112133372	0.5135887693	0.0844948932	1.9467297068	0.2990418313
LH	106	1.1442357833	0.4737797485	0.5135125848	4.7169695636	0.4936461667	-0.7472996578	0.0098408956	-0.4280597096	-2.1022457454	-0.209109407	-0.6204262262	-0.1517344245	-0.3726939428	-2.3309638524	-0.2622141837	-1.0223227442	0.3598759566	0.312643887	-0.3161138098	0.3362599218	-1.1224736649	-0.5048286764	-0.0209082023	-4.0432100007	-0.2628684394	-1.1104046682	-0.7787210434	-0.7347216808	-6.0484155095	-0.7567213621	0.1984680628	0.2418103221	0.0427264376	1.3073619091	0.1422683798	-0.8213744852	0.1040707661	-0.0300250279	-1.3235388311	0.0370228691	-1.1164391666	-0.6417748599	-0.3778149416	-5.0458127551	-0.5097949007	-0.579781863	-0.0986312573	-0.1217045106	-1.6873298924	-0.1101678839
LI	107	0.1179086997	0.2409121331	0.2437930268	1.4446994055	0.24235258	-0.9855134305	-0.4934799114	-0.6681933809	-4.7004966223	-0.5808366462	0.4588621678	1.0837813624	-0.099929453	4.5610649245	0.4919259547	-1.1198311236	-0.7738342138	-0.7648547944	-6.0953641871	-0.7693445041	-0.3532356709	0.2056232449	0.464392274	0.7097984264	0.3350077595	-0.5557661995	0.3253683989	-0.0919005123	-0.1105937713	0.1167339433	-0.4338023654	-0.1262838892	-0.2122001771	-1.6278986084	-0.1692420331	-0.3304844779	0.1549735743	-0.4323921237	-0.7671496313	-0.1387092747	-0.4545009352	0.2654958219	0.1862458809	0.2996023275	0.2258708514	-0.4062625928	0.0980618357	-0.15278214	-0.6984819707	-0.0273601521
LK	108	0.6612583322	0.6135003178	-0.7274064668	2.3786580765	-0.0569530745	-0.8784513597	-0.3358526355	-0.6538896409	-3.913221405	-0.4948711382	0.5320650262	0.3109513529	-0.05141373	2.0753391926	0.1297688115	-0.1696325903	0.6992789435	-0.0312795759	2.0612917578	0.3339996838	-0.5179687999	0.5509127488	0.2438462855	1.2580264493	0.3973795172	-0.5091836373	-0.3484780595	-0.3642066825	-2.7843505066	-0.356342371	-0.1085965138	0.1388238412	-0.6906480539	-0.7672816643	-0.2759121064	0.181216218	0.5051151482	-0.041346653	2.0683154752	0.2318842476	-0.5135762186	0.1012173447	-0.0601801985	-0.7631620287	0.0205185731	-0.1469855048	0.2483854447	-0.2640583018	0.1792905941	-0.0078364286
LM	130	1.1513013393	0.3224157985	0.2101012987	3.7462099214	0.2662585486	0.8585130415	-0.2343921982	0.4246658497	1.5336521639	0.0951368258	0.3576009844	0.8574861364	0.7085587234	4.7792415313	0.7830224299	-1.1071628059	-0.820843209	-0.697066123	-6.1328760278	-0.758954666	0.8783371278	0.8656352262	0.5430378057	5.6009542559	0.704336516	0.1625653442	0.5322004138	0.3556869736	2.7213625971	0.4439436937	1.0049071904	0.0440118002	0.3173835742	2.6399310426	0.1806976872	-0.3747809108	0.0183214637	0.0057463002	-0.6768172483	0.012033882	0.520451236	0.69891782	0.4493623897	4.1611584265	0.5741401048	0.3835258386	0.2537503613	0.2574974214	2.0414240736	0.2556238913
LN	134	1.2223510491	0.9596262735	0.6902114452	6.8387112233	0.8249188594	0.929802145	0.6289972448	-0.045346671	3.9930746403	0.2918252869	-1.1279497618	-1.0937413317	-1.0511056574	-7.6606526707	-1.0724234946	0.9096944092	0.2763129025	-0.6060369096	1.8774286128	-0.1648620036	-0.3051342115	0.7461585106	0.5263885811	2.7908692358	0.6362735459	-0.1815646448	0.8650202794	0.6027805254	3.5686124764	0.7339004024	1.0760765971	0.7943117592	0.3224323871	5.4158929318	0.5583720731	-0.1091276763	-0.4087142146	-0.8285712835	-2.891612029	-0.6186427491	-0.2433494282	0.805589395	0.5645845533	3.1797408561	0.6850869741	0.2411998309	0.3970623132	0.0194818856	1.9013405863	0.2082720994
LP	155	0.9134821717	0.7997944102	0.5882411486	5.508606502	0.6940177794	-0.1099107347	0.5276874998	0.6678404285	2.6288454227	0.5977639642	-0.4930275024	1.1628752361	0.2033279016	3.389000174	0.6831015689	-1.1248201244	-1.0041890651	-0.7749705832	-6.9267578515	-0.8895798242	-0.9445662497	-0.4340609203	-0.4790583358	-4.1269332242	-0.4565596281	0.8854926601	0.9151281232	0.0077742037	4.985595057	0.4614511635	0.4017857185	0.663740955	0.6280407886	4.0687259623	0.6458908718	-0.8089238134	0.0793430855	-0.2858213408	-1.7688788388	-0.1032391277	-0.0295367948	0.2405336015	-0.2356420661	0.4293309164	0.0024457677	-0.1455582966	0.3278725473	0.0355257939	0.9097260133	0.1816991706
LR	162	0.6500061645	0.1519990435	0.0805140467	1.9527800513	0.1162565451	-0.2115479616	0.7723073031	0.5489560726	3.1034137466	0.6606316879	-0.6600900832	-0.3777218652	-0.488657486	-3.3751929236	-0.4331896756	-1.115839923	-0.802063975	-0.7304611123	-6.134595427	-0.7662625437	0.2348304404	0.3386988314	0.0164963798	1.6798513604	0.1775976056	0.0123407721	0.1814901032	-0.2156111433	0.3364801905	-0.0170605201	0.2192291015	0.4621531733	0.3147350597	2.5280968989	0.3884441165	-0.8879650031	-0.5898929201	-0.6095592992	-4.7548941753	-0.5997261096	0.1235856063	0.2600944673	-0.0995573818	1.0081657754	0.0802685428	-0.1817167651	0.0441182402	-0.1314605404	-0.4062105003	-0.0436711501
LT	205	1.201628217	0.6113833395	0.3099472141	5.0080189434	0.4606652768	0.9259599873	0.7189790212	0.0746217047	4.4802791059	0.396800363	0.5566184721	0.8748173012	-0.2274989675	3.8338490472	0.3236591669	-1.1228245241	-0.9567630663	-0.8306074219	-6.8402309131	-0.8936852441	-0.3800006496	0.198100232	-0.3826605438	-0.6406413029	-0.0922801559	1.2100718712	1.0857416162	0.4722582733	6.9286268091	0.7789999448	1.0637941022	0.6651811804	0.1922844594	4.7441490246	0.4287328199	-0.283103026	-0.0409728826	-0.5290531947	-1.503190933	-0.2850130386	0.4150356108	0.6419209241	0.0447988648	3.1439927531	0.3433598944	0.3985755623	0.422043074	-0.0973232902	2.1283169482	0.1623598919
LV	217	-0.6745778789	-0.6264802253	0.2208463871	-3.2105669657	-0.2028169191	-0.6166662986	-0.6943981969	-0.4323478108	-4.3122480026	-0.5633730039	-0.7538258655	0.0369897602	0.0362602095	-1.3237972561	0.0366249849	-1.0539763128	-0.8901408299	-0.8589316306	-6.5118429762	-0.8745362303	-0.6680589426	-0.4898040134	-0.5647132816	-3.8975018545	-0.5272586475	-1.1166891452	-0.8328327086	-0.8214812599	-6.3805146604	-0.8271569843	-0.6456220888	-0.6604392111	-0.1057507119	-3.7614074841	-0.3830949615	-0.9039010892	-0.4265755349	-0.4113357106	-3.9178201161	-0.4189556227	-0.8923740439	-0.661318361	-0.6930972708	-5.1390082574	-0.6772078159	-0.8139657406	-0.5827777023	-0.4033945644	-4.2727452859	-0.4930861334
MA	22	1.2494297357	1.2072903828	-1.0148982437	5.2020284457	0.0961960696	-1.1029478249	-0.8624303801	-0.9870416393	-6.7049644391	-0.9247360097	0.7615460542	0.9649094003	0.1029713314	5.0547320066	0.5339403659	-1.1218267239	-1.1396919189	-0.8650011039	-7.5300768198	-1.0023465114	-0.5504615106	-0.3574414478	-0.3312690906	-2.8488717244	-0.3443552692	0.3403010166	0.4363440084	-0.2126589141	1.8888176915	0.1118425472	0.0732409554	0.1724300014	-1.0009699415	-0.7514679967	-0.4142699701	-0.1801403349	-0.0873912593	-0.3810148863	-1.2376724066	-0.2342030728	-0.105080247	0.0394512803	-0.2719640024	-0.4800270165	-0.116256361	-0.0706598755	0.0414966741	-0.5513162767	-0.8230558066	-0.2549098013
MB	225	1.0834542773	0.1757541278	0.3764905075	3.3467837632	0.2761223177	0.7789845273	0.4109746769	-0.0955757652	2.853016776	0.1576994559	1.1709857745	1.0408562461	0.3663904756	6.5345541238	0.7036233609	-0.8395126111	-0.0250181146	-0.4689658306	-2.4700373692	-0.2469919726	-0.3083427731	0.2814507618	0.0892669861	0.5022925993	0.185358874	-1.0314055126	0.349963849	0.2450031828	-0.4704327795	0.2974835159	0.9312194023	0.2933644024	0.1404573712	3.0999002696	0.2169108868	0.1657365817	0.5079190658	-0.0512876775	2.0322583773	0.2283156941	-0.6698741429	0.3157073054	0.1671350845	0.0159299099	0.2414211949	0.1423606137	0.3723302578	0.085434926	1.7160295189	0.2288825919
MC	253	1.1750083065	-0.2745250426	0.7329996752	2.4886784767	0.2292373163	-0.7543763089	0.2429385316	-0.3552810897	-1.1913893918	-0.0561712791	-0.6144823048	-0.1036032098	-0.191689981	-1.8791108154	-0.1476465954	-0.5767937791	-0.5925843705	-1.0030614164	-4.7322249796	-0.7978228935	-0.4225363911	-0.0208198901	-0.0247445697	-0.9550592521	-0.0227822299	-0.8612787016	-0.7178834619	-0.7648727675	-5.3824586711	-0.7413781147	0.2103159988	-0.0157932555	0.1888592928	0.6486445425	0.0865330186	-0.595638042	-0.3480937902	-0.5973756987	-3.3056678975	-0.4727347444	-0.6419075464	-0.369351676	-0.3948086686	-3.1687589616	-0.3820801723	-0.3424098632	-0.2444129072	-0.2677750249	-1.9419274389	-0.256093966
ME	30	1.2896778566	0.8837284712	-0.9521727651	4.2441462148	-0.034222147	0.0148890061	0.9260658674	0.1220720169	3.4541165735	0.5240689422	-0.0640884426	0.7788020961	0.0267360391	2.6377345098	0.4027690676	-1.0506027648	0.6168493513	0.5878291022	0.9395108533	0.6023392268	0.5248137314	0.5452038084	0.5785974835	3.8257370175	0.561900646	0.0088442286	0.2896052415	-0.2161792789	0.7070378841	0.0367129813	0.6522834314	0.9048971693	-0.4150503741	3.8491313941	0.2449233976	-0.5573456037	0.6978257237	0.3072825707	1.7886226815	0.5025541472	0.26682898	0.417404525	0.1812091023	2.2663874508	0.2993068136	0.1205889359	0.673375806	0.024480433	2.6347138421	0.3489281195
MF	32	0.9713518093	0.8713702037	-0.9176737518	3.6159887039	-0.0231517741	-0.2055554329	-0.0280875562	-0.0882276837	-0.6417588381	-0.05815762	-0.9293867965	0.1967420072	-0.137545647	-1.3764950383	0.0295981801	-0.2407691795	0.2661501885	-0.2560306156	0.0659413773	0.0050597864	-1.050588992	-0.0242628329	-0.1402489776	-2.3964713656	-0.0822559053	-1.038775703	0.5263967015	0.0985777512	-0.0872963239	0.3124872264	0.3828981882	0.4216413238	-0.5029507178	1.4871149329	-0.040654697	-0.585077988	0.2314460979	-0.1967881313	-0.6552768305	0.0173289833	-1.0446823475	0.2510669343	-0.0208356132	-1.2418838448	0.1151156606	-0.4156207158	0.3013847853	-0.2401914874	-0.1366819141	0.0305966489
MK	448	-0.3443989864	-0.0678212051	-0.0483758753	-0.9987360036	-0.0580985402	0.122949044	-0.2956369058	-1.035898065	-2.3426781798	-0.6657674854	-0.7133231544	-0.1255581976	-1.0888761955	-3.4994142937	-0.6072171966	-1.1258179246	-1.1690508705	-1.0814789852	-7.9655323738	-1.1252649279	-1.1094905155	-0.9912934469	-0.9978287477	-7.1852512167	-0.9945610973	-0.8408334446	-1.1009642148	-1.0820493508	-7.1581156672	-1.0915067828	-0.1107249712	-0.1817290555	-0.5421369702	-1.6707070917	-0.3619330128	-0.9195705395	-0.6473045341	-1.0851775904	-5.7324733337	-0.8662410622	-0.9751619801	-1.0461288309	-1.0399390493	-7.171683442	-1.0430339401	-0.6684858303	-0.6250541401	-0.8890845366	-4.8582879558	-0.7570693384
MM	457	-0.8722956228	-0.1594412844	0.2134848408	-1.9824084798	0.0270217782	-0.2881618218	0.332745283	-0.1568373041	0.3530288908	0.0879539895	0.904196443	0.3348307318	-0.1167149154	2.8052280742	0.1090579082	-1.1248201244	-1.1600173469	-0.9661589924	-7.7589394516	-1.0630881697	-1.0067396889	-0.6616661926	-0.4563672296	-5.0138618963	-0.5590167111	-1.1314295261	-0.7364910852	-0.4802062382	-5.5608872077	-0.6083486617	-0.5802287223	0.0866519993	0.0283237684	-0.8146897945	0.0574878838	-0.1103118407	-0.4125933076	-0.5414369539	-2.4768556887	-0.4770151307	-1.0690846075	-0.6990786389	-0.4682867339	-5.287374552	-0.5836826864	-0.5865417235	-0.3416733157	-0.3271333065	-2.8596400117	-0.3344033111
MN	459	1.0113798288	0.3880445555	0.404885043	3.9882431664	0.3964647993	0.4646610653	0.5757159959	0.2724277311	3.3529697129	0.4240718635	0.1478193814	0.8298997927	0.3409686935	3.7117410775	0.5854342431	-1.1213028162	-0.9691406306	-0.6259155731	-6.5734711992	-0.7975281019	-0.3809559589	0.1240607887	0.5200196013	0.4523302446	0.322040195	-0.4409427087	0.3411411052	0.4146377443	0.9340650673	0.3778894248	0.7380204471	0.4818802757	0.3386563871	3.6706064396	0.4102683314	-0.4867417174	-0.069620419	-0.1424734398	-1.4308650608	-0.1060469294	-0.4109493338	0.232600947	0.4673286728	0.6931976559	0.3499648099	-0.0532235347	0.2149536012	0.22117054	0.9776463449	0.2180620706
MP	461	-0.5119233802	-0.6141897269	-0.1135781419	-3.3438780174	-0.3638839344	-1.046986637	-0.5302473918	-0.5045853653	-4.7067171933	-0.5174163786	-1.1120492958	-0.5638291693	0.015998674	-4.1735026732	-0.2739152477	-1.0809027868	-0.8785773197	-0.6866028068	-6.2667304028	-0.7825900633	-0.8366859223	-0.3613759275	-0.3570679445	-3.4737895076	-0.359221936	0.0552588049	0.3907124679	-0.1570268596	1.2424709581	0.1168428042	-0.7794550086	-0.5722185594	-0.3090817536	-4.0252976053	-0.4406501565	-1.0964760413	-0.7212032445	-0.3353020664	-5.220116538	-0.5282526555	-0.3907135587	0.0146682702	-0.2570474021	-1.1156592748	-0.1211895659	-0.7555482029	-0.4262511779	-0.300477074	-3.4536911394	-0.363364126
